# file...... b1m1_house_data.csv
# date...... Wed Jun  1 14:13:03 2016
# user...... hard312
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,b1m1_house:air_temperature, b1m1_house:outdoor_temperature, b1m1_house:is_COOL_on, b1m1_house:cooling_setpoint, b1m1_house_meter:measured_real_power, b1m1_house_meter:measured_real_energy
2009-08-08 04:30:00 PDT,+72.5,+63.052,+0,+85,+1277.47,+0
2009-08-08 04:31:00 PDT,+72.3327,+63.085,+0,+85,+1277.47,+21.2911
2009-08-08 04:32:00 PDT,+72.2018,+63.118,+0,+85,+1277.47,+42.5822
2009-08-08 04:33:00 PDT,+72.0993,+63.151,+0,+85,+1277.47,+63.8733
2009-08-08 04:34:00 PDT,+72.0186,+63.184,+0,+85,+1277.47,+85.1644
2009-08-08 04:35:00 PDT,+71.9548,+63.217,+0,+85,+1277.47,+106.455
2009-08-08 04:36:00 PDT,+71.9043,+63.25,+0,+85,+1277.47,+127.747
2009-08-08 04:37:00 PDT,+71.8641,+63.283,+0,+85,+1277.47,+149.038
2009-08-08 04:38:00 PDT,+71.8318,+63.316,+0,+85,+1277.47,+170.329
2009-08-08 04:39:00 PDT,+71.8059,+63.349,+0,+85,+1277.47,+191.62
2009-08-08 04:40:00 PDT,+71.7849,+63.382,+0,+85,+1277.47,+212.911
2009-08-08 04:41:00 PDT,+71.7679,+63.415,+0,+85,+1277.47,+234.202
2009-08-08 04:42:00 PDT,+71.7539,+63.448,+0,+85,+1277.47,+255.493
2009-08-08 04:43:00 PDT,+71.7425,+63.481,+0,+85,+1277.47,+276.784
2009-08-08 04:44:00 PDT,+71.7332,+63.514,+0,+85,+1277.47,+298.075
2009-08-08 04:45:00 PDT,+71.7255,+63.547,+0,+85,+1277.47,+319.366
2009-08-08 04:46:00 PDT,+71.7192,+63.58,+0,+85,+1277.47,+340.657
2009-08-08 04:47:00 PDT,+71.7141,+63.613,+0,+85,+1277.47,+361.949
2009-08-08 04:48:00 PDT,+71.71,+63.646,+0,+85,+1277.47,+383.24
2009-08-08 04:49:00 PDT,+71.7068,+63.679,+0,+85,+1277.47,+404.531
2009-08-08 04:50:00 PDT,+71.7043,+63.712,+0,+85,+1277.47,+425.822
2009-08-08 04:51:00 PDT,+71.7026,+63.745,+0,+85,+1277.47,+447.113
2009-08-08 04:52:00 PDT,+71.7014,+63.778,+0,+85,+1277.47,+468.404
2009-08-08 04:53:00 PDT,+71.7009,+63.811,+0,+85,+1277.47,+489.695
2009-08-08 04:54:00 PDT,+71.701,+63.844,+0,+85,+1277.47,+510.986
2009-08-08 04:55:00 PDT,+71.7015,+63.877,+0,+85,+1277.47,+532.277
2009-08-08 04:56:00 PDT,+71.7026,+63.91,+0,+85,+1277.47,+553.568
2009-08-08 04:57:00 PDT,+71.7041,+63.943,+0,+85,+1277.47,+574.859
2009-08-08 04:58:00 PDT,+71.7061,+63.976,+0,+85,+1277.47,+596.151
2009-08-08 04:59:00 PDT,+71.7086,+64.009,+0,+85,+1277.47,+617.442
2009-08-08 05:00:00 PDT,+71.7115,+64.042,+0,+85,+1487.16,+638.733
2009-08-08 05:01:00 PDT,+71.7208,+64.126,+0,+85,+1487.16,+663.519
2009-08-08 05:02:00 PDT,+71.7308,+64.21,+0,+85,+1487.16,+688.305
2009-08-08 05:03:00 PDT,+71.7414,+64.294,+0,+85,+1487.16,+713.091
2009-08-08 05:04:00 PDT,+71.7527,+64.378,+0,+85,+1487.16,+737.877
2009-08-08 05:05:00 PDT,+71.7646,+64.462,+0,+85,+1487.16,+762.663
2009-08-08 05:06:00 PDT,+71.7771,+64.546,+0,+85,+1487.16,+787.449
2009-08-08 05:07:00 PDT,+71.7902,+64.63,+0,+85,+1487.16,+812.235
2009-08-08 05:08:00 PDT,+71.8038,+64.714,+0,+85,+1487.16,+837.021
2009-08-08 05:09:00 PDT,+71.8181,+64.798,+0,+85,+1487.16,+861.807
2009-08-08 05:10:00 PDT,+71.8329,+64.882,+0,+85,+1487.16,+886.594
2009-08-08 05:11:00 PDT,+71.8482,+64.966,+0,+85,+1487.16,+911.38
2009-08-08 05:12:00 PDT,+71.8641,+65.05,+0,+85,+1487.16,+936.166
2009-08-08 05:13:00 PDT,+71.8806,+65.134,+0,+85,+1487.16,+960.952
2009-08-08 05:14:00 PDT,+71.8976,+65.218,+0,+85,+1487.16,+985.738
2009-08-08 05:15:00 PDT,+71.9151,+65.302,+0,+85,+1487.16,+1010.52
2009-08-08 05:16:00 PDT,+71.9331,+65.386,+0,+85,+1487.16,+1035.31
2009-08-08 05:17:00 PDT,+71.9517,+65.47,+0,+85,+1487.16,+1060.1
2009-08-08 05:18:00 PDT,+71.9708,+65.554,+0,+85,+1487.16,+1084.88
2009-08-08 05:19:00 PDT,+71.9905,+65.638,+0,+85,+1487.16,+1109.67
